date,region,bottle_size_ml,plastic_grade,cashback_bdt,market_recycle_price_bdt_per_kg,user_density_per_km2,awareness_index,distance_to_collection_km,rain_mm,campaign,bottles_sold,return_rate_percent,return_count,gross_recycle_value_bdt,cashback_cost_bdt,net_benefit_bdt
2025-02-28,Rangpur,1000,2,5.23,29.97,8,0.343,5.0,12.4,0,2044,46.2,944,848.75,4937.12,-4088.37
2024-03-23,Dhaka,1000,2,3.59,36.87,1232,0.41,1.11,36.7,0,2165,42.97,930,1028.67,3338.7,-2310.03
2023-04-06,Mymensingh,250,2,4.02,51.28,10,0.446,2.67,73.9,0,1257,46.0,578,222.3,2323.56,-2101.26
2023-09-26,Khulna,500,3,3.19,36.63,41,0.344,0.59,191.7,0,596,46.73,279,153.3,890.01,-736.71
2023-09-17,Rajshahi,500,3,5.12,32.62,20,0.577,1.21,202.9,1,1400,66.99,938,458.96,4802.56,-4343.6
2025-01-27,Chattogram,250,5,5.62,25.27,285,0.265,1.64,9.4,0,1188,62.35,741,140.44,4164.42,-4023.98
2024-07-16,Barishal,500,2,4.2,29.34,10,0.668,1.32,153.0,0,1568,61.35,962,423.38,4040.4,-3617.02
2023-08-05,Dhaka,250,3,5.1,66.13,1096,0.338,0.16,167.3,0,3541,69.1,2447,1213.65,12479.7,-11266.05
2025-03-09,Rangpur,500,5,1.3,63.13,4,0.41,2.76,112.0,0,4530,25.52,1156,1094.67,1502.8,-408.13
2024-02-11,Rangpur,250,4,5.53,22.75,11,0.108,2.01,0.0,0,2705,61.53,1664,283.92,9201.92,-8918.0
2023-08-27,Dhaka,250,3,1.94,32.2,1002,0.695,0.35,168.8,0,2889,33.9,979,236.43,1899.26,-1662.83
2023-09-11,Rangpur,500,3,2.28,53.63,19,0.476,1.2,152.2,0,1533,38.5,590,474.63,1345.2,-870.57
2024-04-23,Barishal,2000,4,1.27,39.36,15,0.417,1.46,99.9,0,1248,28.44,355,838.37,450.85,387.52
2024-04-06,Sylhet,250,3,5.83,69.39,21,0.457,0.79,122.9,0,2738,69.43,1901,989.33,11082.83,-10093.5
2024-09-22,Chattogram,1000,2,5.26,67.1,143,0.649,1.47,114.8,0,3232,72.3,2337,4704.38,12292.62,-7588.24
2023-03-08,Chattogram,250,4,5.57,73.49,289,0.635,1.16,92.7,1,3202,84.08,2692,1483.76,14994.44,-13510.68
2023-07-12,Dhaka,1500,3,5.24,53.78,2255,0.482,3.62,215.4,1,1481,67.24,996,2410.42,5219.04,-2808.62
2023-01-28,Chattogram,250,2,3.4,41.12,402,0.764,1.57,0.0,0,1734,54.03,937,288.97,3185.8,-2896.83
2025-05-18,Mymensingh,2000,3,5.62,56.36,8,0.485,3.94,118.7,0,6352,53.83,3419,11561.69,19214.78,-7653.09
2023-06-07,Dhaka,1000,3,5.85,25.35,1192,0.57,0.9,140.2,0,299,63.41,190,144.5,1111.5,-967.0
2024-08-31,Rangpur,250,4,3.51,20.58,14,0.47,1.49,203.7,0,3249,27.96,908,140.15,3187.08,-3046.93
2025-07-25,Chattogram,1500,2,1.88,21.03,129,0.876,1.35,226.9,0,1289,39.53,510,482.64,958.8,-476.16
2023-07-06,Rajshahi,1000,4,4.29,44.45,30,0.45,1.55,149.7,0,1289,57.87,746,994.79,3200.34,-2205.55
2023-06-19,Barishal,500,3,5.88,33.68,10,0.186,1.05,169.4,1,1339,51.61,691,349.09,4063.08,-3713.99
2025-05-24,Rangpur,1000,3,5.36,29.44,8,0.622,0.81,124.5,0,447,69.17,309,272.91,1656.24,-1383.33
2023-05-24,Chattogram,1500,2,5.31,56.92,247,0.391,0.88,0.0,0,1412,76.52,1080,2766.31,5734.8,-2968.49
2024-03-27,Khulna,1000,4,5.67,79.71,68,0.13,2.58,99.5,0,4006,63.42,2541,6076.29,14407.47,-8331.18
2024-02-05,Khulna,500,5,5.47,30.67,82,0.641,0.9,101.9,1,1331,80.96,1078,495.93,5896.66,-5400.73
2025-06-21,Dhaka,1000,3,4.88,52.79,966,0.534,0.56,60.8,0,1466,68.96,1011,1601.12,4933.68,-3332.56
2024-09-08,Chattogram,1000,2,4.59,27.18,183,0.879,2.29,223.1,0,877,51.93,455,371.01,2088.45,-1717.44
2023-05-25,Khulna,1500,3,2.32,76.05,36,0.683,3.06,113.0,0,1661,42.22,701,2399.0,1626.32,772.68
2023-01-15,Khulna,1000,4,4.11,37.51,61,0.806,0.85,27.8,1,272,76.63,208,234.06,854.88,-620.82
2024-08-02,Barishal,500,1,3.61,72.7,20,0.78,1.65,196.4,0,938,48.25,453,494.0,1635.33,-1141.33
2023-02-06,Chattogram,1500,3,5.31,36.98,317,0.24,1.2,39.8,0,2144,65.59,1406,2339.72,7465.86,-5126.14
2024-12-27,Khulna,250,3,3.46,68.36,49,0.386,1.45,8.2,0,646,53.63,346,177.39,1197.16,-1019.77
2023-04-24,Khulna,500,3,1.64,32.56,51,0.621,0.62,129.5,0,687,40.85,281,137.24,460.84,-323.6
2023-05-09,Barishal,1000,3,1.02,37.57,12,0.542,0.7,79.7,0,1179,21.17,250,281.78,255.0,26.78
2023-06-25,Rangpur,1000,2,4.39,31.55,8,0.713,1.45,195.7,0,2317,60.51,1402,1326.99,6154.78,-4827.79
2025-05-20,Rajshahi,250,4,3.75,35.86,28,0.182,2.62,41.6,0,3320,37.74,1253,336.99,4698.75,-4361.76
2023-09-23,Barishal,1000,3,2.65,70.09,15,0.446,0.9,86.6,0,1637,52.64,862,1812.53,2284.3,-471.77
2025-06-03,Chattogram,500,3,1.84,58.34,183,0.347,1.83,132.8,0,1313,32.18,423,370.17,778.32,-408.15
2025-02-23,Rajshahi,500,3,3.33,44.35,31,0.068,0.35,103.2,0,2172,39.04,848,564.13,2823.84,-2259.71
2025-05-13,Chattogram,1500,2,1.5,78.29,174,0.08,2.98,105.8,0,1399,32.11,449,1581.85,673.5,908.35
2024-05-09,Khulna,500,4,2.68,47.89,47,0.204,0.76,62.7,0,2736,46.74,1279,918.77,3427.72,-2508.95
2023-01-01,Barishal,250,3,2.9,78.19,8,0.44,2.98,52.9,0,4626,40.5,1874,1098.96,5434.6,-4335.64
2023-03-29,Rangpur,500,3,3.33,31.8,6,0.518,1.45,96.9,0,1464,43.07,631,300.99,2101.23,-1800.24
2023-09-28,Dhaka,2000,3,3.33,74.28,1107,0.47,1.87,108.0,0,736,52.9,389,1733.7,1295.37,438.33
2023-05-02,Sylhet,250,3,2.29,20.83,22,0.491,2.87,114.0,1,1570,34.55,542,84.67,1241.18,-1156.51
2024-02-08,Rajshahi,500,2,5.25,52.72,18,0.902,1.87,0.0,0,6702,73.54,4929,3897.85,25877.25,-21979.4
2023-02-04,Dhaka,1000,2,2.78,45.38,1786,0.427,0.83,4.8,0,2042,49.5,1011,1376.38,2810.58,-1434.2
2024-08-03,Dhaka,1000,1,2.15,51.51,1045,0.232,1.41,140.8,0,822,41.99,345,533.13,741.75,-208.62
2023-02-12,Chattogram,250,4,1.88,53.21,318,0.886,0.9,38.0,0,1677,45.27,759,302.9,1426.92,-1124.02
2024-10-29,Dhaka,1000,2,2.61,43.34,804,0.633,0.86,88.4,1,1554,58.5,909,1181.88,2372.49,-1190.61
2024-05-07,Dhaka,500,1,1.34,79.89,1369,0.624,0.89,0.0,0,914,47.67,436,522.48,584.24,-61.76
2024-05-31,Chattogram,2000,4,1.16,78.59,148,0.58,1.95,129.2,0,3955,37.52,1484,6997.65,1721.44,5276.21
2023-03-09,Chattogram,500,2,4.03,77.7,200,0.848,2.61,82.5,1,2521,65.99,1664,1939.39,6705.92,-4766.53
2024-07-06,Barishal,500,3,4.1,78.75,17,0.239,4.42,218.5,0,3683,43.72,1610,1901.81,6601.0,-4699.19
2025-07-16,Rajshahi,500,3,3.65,67.58,20,0.287,1.86,181.3,0,200,40.99,82,83.12,299.3,-216.18
2023-04-24,Mymensingh,500,2,4.81,79.32,19,0.452,2.98,87.0,0,1990,55.46,1104,1313.54,5310.24,-3996.7
2023-03-14,Khulna,1000,3,1.2,73.54,58,0.308,0.41,22.6,0,1728,28.88,499,1100.89,598.8,502.09
2024-04-21,Barishal,500,1,5.68,44.96,11,0.58,2.93,48.9,0,822,58.02,477,321.69,2709.36,-2387.67
2025-01-15,Rangpur,500,4,1.48,67.09,15,0.395,1.93,21.4,0,2222,28.64,636,640.04,941.28,-301.24
2023-07-23,Sylhet,1000,3,4.37,74.72,35,0.126,3.68,207.8,0,832,40.69,339,759.9,1481.43,-721.53
2024-12-20,Khulna,1000,2,1.67,62.76,40,0.382,0.56,12.0,0,531,29.5,157,295.6,262.19,33.41
2025-02-10,Barishal,500,2,5.4,45.37,14,0.562,0.9,1.2,0,2720,58.59,1594,1084.8,8607.6,-7522.8
2023-09-17,Dhaka,500,3,3.55,23.95,1140,0.599,1.38,143.9,0,1467,55.33,812,291.71,2882.6,-2590.89
2024-07-18,Chattogram,500,2,1.41,68.58,240,0.811,0.34,194.3,0,519,39.98,207,212.94,291.87,-78.93
2024-01-29,Rajshahi,250,2,4.08,77.16,19,0.642,1.88,26.3,1,4472,70.37,3147,1821.17,12839.76,-11018.59
2024-06-22,Rajshahi,250,3,1.05,41.75,23,0.704,0.92,144.7,0,1706,35.96,613,191.95,643.65,-451.7
2023-10-19,Dhaka,1000,4,4.88,29.11,1507,0.73,0.37,72.3,1,931,74.16,690,602.58,3367.2,-2764.62
2025-06-17,Mymensingh,1500,3,4.25,39.59,16,0.399,0.57,149.9,0,521,48.75,254,452.51,1079.5,-626.99
2023-04-08,Sylhet,500,4,2.06,54.96,35,0.856,3.75,40.9,0,755,43.17,326,268.75,671.56,-402.81
2023-05-09,Khulna,500,4,2.87,39.02,43,0.782,1.05,16.1,0,521,49.62,259,151.59,743.33,-591.74
2023-07-07,Mymensingh,250,2,1.04,56.64,9,0.473,1.2,125.6,0,5426,30.21,1639,696.25,1704.56,-1008.31
2023-05-06,Khulna,500,4,4.47,78.01,28,0.661,1.75,77.9,0,6633,53.8,3569,4176.27,15953.43,-11777.16
2024-11-17,Mymensingh,250,4,2.61,60.24,10,0.291,1.47,0.0,1,3860,48.9,1888,853.0,4927.68,-4074.68
2024-02-16,Rajshahi,1500,3,3.86,41.76,17,0.217,1.37,0.0,0,511,58.23,298,560.0,1150.28,-590.28
2024-09-05,Dhaka,1000,5,5.78,76.15,2145,0.736,1.57,205.9,0,2388,76.35,1823,4164.64,10536.94,-6372.3
2025-06-02,Barishal,2000,2,2.5,53.94,22,0.294,0.42,219.3,0,8378,40.44,3388,10964.92,8470.0,2494.92
2025-06-06,Sylhet,1500,2,5.95,27.7,23,0.568,0.86,194.8,0,932,60.88,567,706.77,3373.65,-2666.88
2024-08-20,Barishal,1000,4,4.16,49.94,16,0.432,1.41,212.6,0,1535,47.48,729,1092.19,3032.64,-1940.45
2025-07-07,Mymensingh,1000,3,2.21,59.22,13,0.411,1.25,180.8,0,5749,31.83,1830,3251.18,4044.3,-793.12
2024-01-10,Barishal,500,3,3.18,70.3,14,0.67,2.11,0.0,0,2087,59.96,1251,1319.18,3978.18,-2659.0
2024-02-04,Sylhet,1000,2,4.7,76.19,24,0.139,0.97,57.4,0,2611,67.8,1770,4045.69,8319.0,-4273.31
2023-11-24,Rangpur,1500,4,3.23,39.04,22,0.794,1.82,49.5,0,1013,50.58,512,899.48,1653.76,-754.28
2023-08-09,Sylhet,250,4,1.34,29.33,63,0.651,3.79,158.4,0,587,32.3,190,41.8,254.6,-212.8
2023-12-18,Khulna,1500,3,1.84,24.43,39,0.351,2.96,5.1,0,2291,34.23,784,861.89,1442.56,-580.67
2023-07-11,Rangpur,500,5,4.96,64.3,7,0.348,1.13,178.2,0,1156,56.5,653,629.82,3238.88,-2609.06
2025-05-01,Dhaka,1500,3,4.24,67.71,1592,0.375,0.66,125.3,0,1034,69.93,723,2202.94,3065.52,-862.58
2025-05-31,Barishal,1500,2,3.85,44.56,8,0.887,1.62,65.0,0,936,55.81,522,1046.71,2009.7,-962.99
2025-06-25,Rangpur,1000,3,1.84,43.76,12,0.236,1.83,58.4,0,2918,27.01,788,1034.49,1449.92,-415.43
2023-07-26,Barishal,1000,4,5.19,77.25,14,0.878,0.65,197.3,0,2287,67.03,1533,3552.73,7956.27,-4403.54
2024-04-15,Sylhet,1000,2,5.8,75.0,16,0.455,1.25,35.6,0,6248,76.82,4800,10800.0,27840.0,-17040.0
2024-11-08,Barishal,1500,1,1.2,34.0,12,0.494,1.99,47.8,0,3676,23.21,853,1305.09,1023.6,281.49
2025-06-28,Khulna,2000,4,1.39,66.85,34,0.506,1.08,196.3,0,1821,35.18,641,2571.05,890.99,1680.06
2024-11-02,Rangpur,1000,5,5.42,57.36,9,0.192,1.54,91.5,0,1760,59.43,1046,1799.96,5669.32,-3869.36
2023-02-05,Dhaka,1000,3,5.08,29.25,1125,0.911,0.57,26.0,0,3435,73.17,2513,2205.16,12766.04,-10560.88
2024-07-08,Dhaka,1000,2,4.09,41.41,641,0.443,1.33,199.8,0,1816,51.87,942,1170.25,3852.78,-2682.53
2023-09-21,Chattogram,1500,5,5.72,30.65,194,0.598,1.29,185.3,1,3906,73.07,2854,3936.38,16324.88,-12388.5
2023-08-16,Rajshahi,1000,4,4.23,37.71,25,0.373,2.67,215.2,1,1856,59.58,1106,1251.22,4678.38,-3427.16
2023-11-11,Rajshahi,1500,3,2.08,56.92,27,0.79,0.59,0.0,0,2614,52.1,1362,3488.63,2832.96,655.67
2024-01-28,Rangpur,1000,4,4.64,42.52,7,0.385,1.74,2.9,0,4695,58.38,2741,3496.42,12718.24,-9221.82
2024-12-28,Khulna,250,4,4.23,43.64,53,0.38,3.16,20.1,0,549,48.7,267,87.39,1129.41,-1042.02
2023-07-26,Khulna,500,5,5.93,52.38,49,0.137,3.15,181.9,0,4387,51.34,2252,1769.4,13354.36,-11584.96
2024-09-08,Dhaka,500,4,2.07,25.23,1076,0.776,1.32,131.4,0,4591,40.75,1871,708.08,3872.97,-3164.89
2024-02-20,Khulna,250,3,3.99,64.33,53,0.716,1.01,41.9,1,1395,65.95,920,443.88,3670.8,-3226.92
2023-07-08,Sylhet,250,3,4.9,44.1,20,0.57,1.09,215.3,0,1782,57.59,1026,339.35,5027.4,-4688.05
2024-03-28,Dhaka,1000,3,2.69,48.82,1099,0.771,1.09,52.3,0,1324,55.33,733,1073.55,1971.77,-898.22
2024-01-27,Chattogram,250,3,2.9,78.46,116,0.334,0.75,0.0,0,1111,57.82,642,377.78,1861.8,-1484.02
2025-05-23,Dhaka,500,4,5.44,40.66,1075,0.643,2.41,95.8,0,4009,66.72,2675,1631.48,14552.0,-12920.52
2024-07-09,Dhaka,1000,5,3.02,58.89,1944,0.612,4.68,186.4,0,616,52.69,325,574.18,981.5,-407.32
2024-08-19,Khulna,2000,3,4.12,43.55,39,0.374,1.89,189.3,1,1829,54.57,998,2607.77,4111.76,-1503.99
2024-01-14,Dhaka,1000,3,5.45,73.66,1867,0.679,0.26,0.0,0,669,82.55,552,1219.81,3008.4,-1788.59
2025-05-19,Barishal,2000,3,2.05,70.81,11,0.473,3.78,189.4,0,1148,32.91,378,1605.97,774.9,831.07
2025-04-18,Rangpur,1000,3,5.91,34.5,5,0.584,1.27,0.0,0,756,77.58,587,607.55,3469.17,-2861.62
2025-06-02,Rajshahi,500,3,4.51,61.5,26,0.534,2.47,214.6,0,1767,48.5,857,790.58,3865.07,-3074.49
2024-01-02,Mymensingh,1000,1,3.48,23.91,16,0.294,2.82,1.3,0,2403,44.15,1061,761.06,3692.28,-2931.22
2025-07-20,Khulna,1000,3,3.15,77.79,113,0.336,0.61,300.0,0,3788,51.99,1969,4595.06,6202.35,-1607.29
2023-10-31,Rajshahi,500,1,5.77,40.94,13,0.64,0.98,97.6,0,1641,66.7,1095,672.44,6318.15,-5645.71
2024-09-07,Mymensingh,250,1,2.03,69.91,15,0.199,3.11,222.7,0,6532,9.12,596,312.5,1209.88,-897.38
2024-02-09,Dhaka,1000,4,2.56,39.11,1286,0.354,1.03,49.9,1,1216,45.9,558,654.7,1428.48,-773.78
2023-03-08,Mymensingh,250,2,2.54,57.97,20,0.455,0.83,0.0,0,2842,41.29,1173,509.99,2979.42,-2469.43
2023-01-07,Dhaka,1000,3,2.45,79.02,1359,0.893,2.71,34.5,1,4356,62.99,2744,6504.93,6722.8,-217.87
2025-04-13,Khulna,500,1,3.34,72.6,39,0.498,2.78,94.4,0,1303,52.23,681,741.61,2274.54,-1532.93
2024-04-13,Dhaka,1000,2,5.95,29.62,716,0.569,2.26,98.9,0,2489,69.23,1723,1531.06,10251.85,-8720.79
2025-05-12,Barishal,1000,4,5.44,52.85,15,0.372,1.08,127.3,0,287,61.07,175,277.46,952.0,-674.54
2023-02-13,Sylhet,250,3,2.64,40.91,34,0.283,2.96,39.1,1,3662,44.28,1622,497.67,4282.08,-3784.41
2025-05-28,Barishal,500,4,3.11,46.06,17,0.779,1.93,112.2,0,930,47.91,446,308.14,1387.06,-1078.92
2024-12-08,Chattogram,1000,3,4.35,40.11,197,0.78,0.42,0.0,0,4909,67.92,3334,4011.8,14502.9,-10491.1
2024-05-04,Chattogram,1500,2,1.09,40.16,248,0.244,0.35,9.4,0,1608,29.62,476,860.23,518.84,341.39
2023-08-19,Dhaka,1500,3,5.1,52.55,592,0.816,0.44,143.1,0,3251,82.87,2694,6370.64,13739.4,-7368.76
2024-11-18,Chattogram,1000,4,5.4,31.52,147,0.591,3.12,0.3,0,1087,67.63,735,695.02,3969.0,-3273.98
2023-05-15,Mymensingh,1000,3,5.29,52.24,19,0.286,1.44,43.1,0,15160,67.38,10215,16008.95,54037.35,-38028.4
2024-05-23,Chattogram,500,5,2.88,36.74,238,0.537,0.39,31.1,0,1881,53.05,998,550.0,2874.24,-2324.24
2023-04-04,Rangpur,500,3,3.31,37.34,10,0.369,1.62,41.7,0,8532,49.2,4198,2351.3,13895.38,-11544.08
2023-08-08,Rangpur,500,3,1.06,64.32,7,0.631,1.24,162.4,0,1652,35.02,579,558.62,613.74,-55.12
2023-05-21,Chattogram,1000,4,3.0,21.78,166,0.438,1.38,39.2,0,1304,50.44,658,429.94,1974.0,-1544.06
2024-09-06,Sylhet,500,5,3.3,42.86,25,0.44,3.57,282.7,1,2653,45.26,1201,772.12,3963.3,-3191.18
2023-10-05,Dhaka,250,3,5.53,44.45,1209,0.863,1.99,24.0,0,3880,68.19,2646,882.11,14632.38,-13750.27
2024-10-10,Dhaka,1000,2,5.47,49.11,1446,0.295,2.56,97.6,0,3142,55.07,1730,2548.81,9463.1,-6914.29
2023-09-12,Dhaka,1000,3,5.83,60.14,995,0.894,1.2,158.4,0,2442,74.68,1824,3290.86,10633.92,-7343.06
2024-10-05,Rajshahi,500,3,5.43,42.18,10,0.681,1.14,101.5,0,1706,72.6,1239,783.92,6727.77,-5943.85
2023-12-13,Khulna,250,5,1.04,32.79,52,0.251,1.92,20.3,0,3012,28.5,858,211.0,892.32,-681.32
2025-06-19,Rajshahi,500,3,4.21,73.09,22,0.475,4.27,214.0,0,2209,45.03,995,1090.87,4188.95,-3098.08
2023-04-23,Rajshahi,500,1,1.34,78.86,24,0.647,2.61,64.0,1,1494,46.66,697,824.48,933.98,-109.5
2024-08-25,Chattogram,1000,5,2.36,21.2,312,0.404,1.69,183.5,0,1477,41.39,611,388.6,1441.96,-1053.36
2023-02-11,Sylhet,500,4,3.89,52.79,41,0.255,1.01,0.0,0,4530,55.87,2531,2004.17,9845.59,-7841.42
2025-05-20,Barishal,1000,2,4.5,40.5,23,0.518,3.26,25.0,0,656,56.95,374,454.41,1683.0,-1228.59
2023-07-30,Dhaka,1500,5,4.27,36.62,1112,0.852,0.76,117.8,0,3050,71.75,2188,3605.61,9342.76,-5737.15
2023-07-18,Dhaka,500,3,1.25,40.14,925,0.259,0.73,240.7,1,2829,26.24,742,446.76,927.5,-480.74
2023-05-22,Barishal,2000,3,1.52,58.33,20,0.69,1.35,117.3,0,7878,39.35,3100,10849.38,4712.0,6137.38
2024-08-18,Chattogram,500,5,1.64,31.44,319,0.677,0.33,187.8,0,200,41.33,83,39.14,136.12,-96.98
2025-04-17,Sylhet,500,3,1.46,74.77,27,0.571,2.2,121.8,0,558,34.78,194,217.58,283.24,-65.66
2023-01-14,Chattogram,500,2,1.89,47.97,345,0.491,0.85,0.0,0,882,37.46,330,237.45,623.7,-386.25
2025-01-04,Chattogram,250,3,4.44,39.53,228,0.682,1.84,89.5,0,1053,50.78,535,158.61,2375.4,-2216.79
2025-02-06,Dhaka,250,4,5.15,65.93,1831,0.465,0.25,33.9,0,3186,68.7,2189,1082.41,11273.35,-10190.94
2024-11-27,Chattogram,500,2,3.04,20.98,443,0.346,0.2,20.5,1,647,55.34,358,112.66,1088.32,-975.66
2023-01-25,Sylhet,1000,3,4.46,45.91,86,0.697,1.46,70.6,0,1340,64.73,867,1194.12,3866.82,-2672.7
2024-12-03,Khulna,1500,3,2.0,41.32,45,0.731,1.95,68.2,0,1012,33.87,343,637.77,686.0,-48.23
2025-06-28,Barishal,1000,3,5.87,40.29,23,0.828,2.07,123.2,0,1338,74.24,993,1200.24,5828.91,-4628.67
2024-01-04,Rangpur,250,3,2.75,40.22,12,0.738,2.8,64.5,1,4358,41.27,1799,542.67,4947.25,-4404.58
2024-09-19,Rajshahi,1000,4,5.23,21.88,29,0.673,1.11,173.1,0,2447,61.4,1502,985.91,7855.46,-6869.55
2024-02-03,Barishal,1000,3,5.73,29.13,15,0.266,1.71,41.1,0,1066,65.2,695,607.36,3982.35,-3374.99
2023-04-14,Chattogram,1500,3,5.32,28.51,324,0.311,0.79,63.5,0,622,62.39,388,497.78,2064.16,-1566.38
2025-04-22,Khulna,1500,2,1.34,79.32,25,0.634,0.88,36.1,1,2384,40.28,960,3426.62,1286.4,2140.22
2024-03-20,Barishal,1500,3,4.25,21.33,13,0.859,1.09,25.9,0,1036,48.79,505,484.72,2146.25,-1661.53
2024-03-11,Chattogram,500,4,1.6,30.02,170,0.279,1.02,55.2,0,1356,27.73,376,169.31,601.6,-432.29
2023-03-22,Rajshahi,1000,3,1.03,78.45,14,0.625,1.36,97.4,0,1378,33.32,459,1080.26,472.77,607.49
2025-01-19,Dhaka,500,3,1.26,57.7,619,0.723,2.36,40.2,1,3561,47.27,1683,1456.64,2120.58,-663.94
2023-07-03,Rajshahi,2000,3,5.58,47.04,16,0.787,4.91,188.1,1,1282,65.0,833,2351.06,4648.14,-2297.08
2023-04-20,Rangpur,500,3,5.54,24.73,8,0.185,1.21,111.9,0,1227,52.82,648,240.38,3589.92,-3349.54
2025-05-17,Rangpur,250,2,2.13,60.18,9,0.319,1.42,77.8,1,863,36.86,318,143.53,677.34,-533.81
2023-07-23,Barishal,250,4,3.74,28.27,13,0.226,1.5,255.8,0,962,34.26,330,69.97,1234.2,-1164.23
2024-12-19,Barishal,1000,2,5.78,60.27,20,0.817,3.38,45.1,0,3108,79.75,2479,4482.28,14328.62,-9846.34
2023-03-23,Rajshahi,500,4,3.48,78.75,14,0.638,1.67,40.5,0,1644,57.55,946,1117.46,3292.08,-2174.62
2023-04-07,Rajshahi,500,3,2.97,51.92,9,0.456,1.46,26.5,1,1427,46.46,663,516.34,1969.11,-1452.77
2024-02-29,Dhaka,2000,3,3.42,32.85,1359,0.747,0.51,43.3,0,647,51.11,331,652.4,1132.02,-479.62
2023-03-03,Khulna,1500,2,4.95,57.52,43,0.822,0.79,71.4,0,793,71.15,564,1459.86,2791.8,-1331.94
2023-05-16,Khulna,500,4,3.39,50.78,43,0.71,1.42,33.8,0,2380,62.04,1477,1125.03,5007.03,-3882.0
2025-01-14,Mymensingh,500,2,4.92,51.99,10,0.549,1.66,23.7,0,1405,63.97,899,701.09,4423.08,-3721.99
2024-10-31,Khulna,1500,2,3.16,48.69,64,0.21,2.15,58.0,0,1404,54.32,763,1671.77,2411.08,-739.31
2024-07-31,Rajshahi,1500,3,2.26,60.42,17,0.497,1.85,162.2,0,2099,35.96,755,2052.77,1706.3,346.47
2025-03-30,Rajshahi,1000,4,2.63,54.32,14,0.815,1.72,134.3,0,2569,50.46,1296,2111.96,3408.48,-1296.52
2024-03-17,Sylhet,1000,1,1.39,79.22,58,0.141,1.68,108.7,0,2659,20.42,543,1290.49,754.77,535.72
2023-01-31,Barishal,500,1,3.49,69.55,17,0.613,2.27,71.9,1,1342,46.04,618,644.73,2156.82,-1512.09
2024-09-03,Dhaka,1500,4,1.74,35.88,1081,0.517,0.57,248.7,0,1506,37.08,558,900.95,970.92,-69.97
2023-07-24,Rajshahi,1000,4,5.06,63.55,7,0.554,1.81,185.0,0,2366,67.76,1603,3056.12,8111.18,-5055.06
2023-01-12,Rangpur,1000,2,3.1,32.86,8,0.686,1.19,40.1,0,342,56.58,194,191.25,601.4,-410.15
2024-05-25,Khulna,250,3,4.83,66.94,44,0.437,3.08,93.1,0,1835,56.76,1042,523.14,5032.86,-4509.72
2024-07-30,Chattogram,1500,3,5.77,28.85,398,0.198,2.33,224.4,0,2692,52.9,1424,1848.71,8216.48,-6367.77
2023-04-26,Sylhet,1000,3,5.25,48.41,14,0.394,0.99,122.2,0,1007,51.55,519,753.74,2724.75,-1971.01
2023-05-15,Rangpur,500,4,5.76,67.44,16,0.583,2.17,56.5,1,669,72.39,484,489.61,2787.84,-2298.23
2024-08-09,Dhaka,1000,1,3.84,36.81,1309,0.248,2.37,134.3,0,4447,45.61,2028,2239.52,7787.52,-5548.0
2023-11-06,Barishal,1000,4,1.83,70.23,8,0.685,1.83,0.0,0,940,41.34,389,819.58,711.87,107.71
2024-12-10,Rangpur,1000,3,5.68,58.65,13,0.385,2.43,32.1,1,1588,61.37,975,1715.51,5538.0,-3822.49
2024-06-05,Khulna,1000,3,5.34,43.85,40,0.457,2.69,130.7,1,2033,64.82,1318,1733.83,7038.12,-5304.29
2024-09-27,Mymensingh,1000,3,5.32,45.41,6,0.91,2.85,194.5,0,865,62.68,542,738.37,2883.44,-2145.07
2023-06-30,Barishal,1500,5,4.47,75.56,11,0.569,1.57,94.9,0,543,65.78,357,1213.87,1595.79,-381.92
2023-04-20,Barishal,250,1,4.12,33.07,14,0.702,0.62,154.8,0,1991,48.11,958,237.61,3946.96,-3709.35
2025-07-28,Barishal,250,1,1.07,61.6,13,0.116,1.32,125.1,0,617,18.12,112,51.74,119.84,-68.1
2024-06-13,Dhaka,500,2,4.74,62.44,1422,0.642,2.05,153.9,0,2623,63.26,1659,1553.82,7863.66,-6309.84
2024-01-01,Dhaka,1000,5,1.46,75.35,1705,0.496,2.08,6.9,0,1473,45.82,675,1525.84,985.5,540.34
2023-04-30,Khulna,1000,4,2.3,62.79,28,0.231,0.79,138.6,0,7355,35.57,2616,4927.76,6016.8,-1089.04
2025-06-20,Chattogram,1500,3,3.76,55.07,220,0.43,4.73,179.7,0,1808,40.72,736,1823.92,2767.36,-943.44
2023-04-24,Khulna,1000,1,3.26,74.15,35,0.592,0.94,37.4,0,992,48.0,476,1058.86,1551.76,-492.9
2025-04-27,Rangpur,1000,4,1.08,69.75,5,0.882,2.01,77.1,0,2843,39.11,1112,2326.86,1200.96,1125.9
2024-01-03,Rangpur,2000,4,5.12,63.01,8,0.316,1.27,31.8,0,3472,63.08,2190,8279.51,11212.8,-2933.29
2024-09-11,Sylhet,500,3,5.39,21.95,35,0.524,0.53,195.5,0,638,68.99,440,144.87,2371.6,-2226.73
2023-03-29,Rangpur,1500,3,4.41,42.41,11,0.489,2.92,36.2,0,2213,53.34,1180,2251.97,5203.8,-2951.83
2023-08-19,Barishal,500,1,3.71,57.91,11,0.837,4.37,215.4,0,2082,45.35,944,820.01,3502.24,-2682.23
2024-03-31,Khulna,1000,3,5.8,51.34,29,0.92,1.35,85.2,0,3220,81.06,2610,4019.92,15138.0,-11118.08
